OBJECTID,plz,einwohner,SHAPE_Length,SHAPE_Area
6049,91799,2246,57645.89185,90496163.24
6050,91720,1330,62656.73725,44281144.49
6051,91757,12585,117975.7271,239608479.5
6052,86698,2356,38346.47768,44307051.48
6053,86682,1162,40412.30633,26725118.33
6054,86977,1687,65658.98014,55022154.14
6055,86830,13213,57664.06397,124965436.4
6056,31157,18193,70052.09225,114806484.5
6057,31137,23243,36794.00552,41353549.33
6058,86941,133,11642.09316,6590243.932
6059,86944,1345,34330.27676,28429479.98
6060,31073,8165,77559.0764,195841768.7
6061,86974,1072,34497.44049,27318770.7
6062,86853,3742,61801.57435,94283873.98
6063,86923,1645,50356.21802,52277515.72
6064,86866,1351,45744.20019,35833818.27
6065,86986,934,27555.06965,16240569.42
6066,86934,1590,55635.73866,51997629.36
6067,31177,11687,62136.60945,132918637.1
6068,86825,13993,70033.6404,129320980.2
6069,86980,940,43427.73922,38731844.43
6070,86859,2447,54246.29996,58964713.13
6071,86929,3610,57125.80988,75748255.9
6072,86872,1004,35030.47098,35321441.04
6073,31028,11163,87180.32762,233642449.7
6074,31036,2719,67549.01247,57974148.29
6075,86978,1520,34419.39425,27648961.58
6076,86850,4550,63178.18891,68046593
6077,31167,10162,93799.67681,291264724.1
6078,86911,10150,94159.27788,207741732.9
6079,31141,19164,38486.53468,36024311.4
6080,86937,1879,41631.37813,47667560.76
6081,86971,11404,121662.612,166080821.8
6082,86975,2365,73182.02273,91949875.26
6083,86842,6654,53641.94219,70308690.42
6084,86919,4354,43074.22925,55043819.81
6085,86868,1073,51559.11166,37823876.89
6086,86987,1290,49183.47705,37605320.43
6087,86935,1484,43466.71833,43783720.1
6088,31162,13382,72411.30759,176647993
6089,86687,3880,83850.77381,95924170.44
6090,86641,8366,95206.90387,184139244.5
6091,86643,4779,113738.8759,214168707.7
6092,86666,4513,71342.07004,114088001
6093,86633,27766,104725.7738,186697635.3
6094,31008,9010,81294.4442,127028507
6095,86609,18041,91243.18535,176959706.4
6096,86647,5686,83657.90927,136023369.9
6097,86655,5434,90739.4987,168448555.7
6098,31174,8259,98932.74799,212784653.5
6099,86690,3755,53317.77955,87952316.75
6100,86663,4242,32916.82699,27240997.96
6101,86657,3561,77954.16372,147473579.4
6102,86660,3950,70089.13382,101686668.4
6103,86637,12607,120046.3441,226965866.6
6104,86653,5713,104849.4676,218458737.6
6105,86685,1584,52728.79249,52545095.92
6106,86650,5654,52134.71457,73075386.48
6107,86681,1327,47020.861,61579529.46
6108,86735,1416,87265.59783,97418341.84
6109,31135,18566,46052.38416,60675453.59
6110,31171,12269,99864.71003,159339534.7
6111,86732,5085,72542.62672,79369443.64
6112,31185,7986,83627.16282,153318060.8
6113,86754,1794,48458.05119,52566432.33
6114,31868,1195,46866.95189,86322233.83
6115,31789,21098,103794.3277,113488569.8
6116,31863,7421,97483.15949,239904725.5
6117,31020,9697,115006.9759,250171678.7
6118,31860,10220,121865.5071,299554465.1
6119,31812,19120,85889.32391,162220289.5
6120,31855,10971,104863.0673,278036275.3
6121,31848,17696,108309.2599,286850630.9
6122,31515,40666,132421.2381,337698374.2
6123,89129,15492,107075.5492,221982433.5
6124,31609,1878,59138.66731,90476597.25
6125,89191,1849,50578.68562,81454724.88
6126,31619,1000,47823.56454,58982296.16
6127,89359,3253,44287.29544,46635085.87
6128,89340,6555,59183.55939,73032068.92
6129,89364,1621,34752.32566,28852335.99
6130,31608,4472,57848.23488,89321217.54
6131,31592,7510,88710.08187,175165516.7
6132,27333,3884,83457.09996,183356795.4
6133,31547,10209,97478.51543,268705263.7
6134,31595,5371,116613.9188,275670951.5
6135,89447,759,43959.59692,33411594.59
6136,89441,998,40595.78839,39016342.11
6137,89437,1582,47286.38247,40646486.15
6138,89407,18103,75242.31766,172508804.3
6139,31634,2540,90528.81059,172012981.4
6140,31636,921,40832.47524,61468883.1
6141,31582,30902,80213.58089,177427414.8
6142,31613,2240,69890.69862,110150582
6143,31600,5435,95725.90044,243468412.9
6144,31633,1653,41085.96437,80142637.08
6145,31603,4108,76985.90301,188945147.5
6146,31628,2782,67692.83007,113335685.3
6147,31623,1746,38855.89924,31160506.45
6148,31629,1702,41246.48959,55372668.77
6149,27324,6346,81522.49956,161954581.9
6150,31637,2561,68938.00066,162939924.5
6151,36460,5536,52459.35663,80407493.09
6152,31618,3634,71095.24314,70541866.42
6153,36457,886,34818.69369,36100717.65
6154,31638,1347,56036.90172,105060990.3
6155,31604,2000,70868.9023,112499474.8
6156,91126,48048,127446.9778,213664030.8
6157,98634,9105,221500.905,360335936.9
6158,31632,2356,55101.93011,105725295.7
6159,98673,11529,117758.9488,321821901.2
6160,98646,15740,171378.176,374573598
6161,31606,3480,83554.71343,219883129
6162,31622,1774,73565.58859,121657579.9
6163,31226,14070,83471.24063,150596044.4
6164,31241,11523,54411.01343,77360150.31
6165,31228,16574,60320.19396,93148464.84
6166,31224,17975,51209.98447,75865852.71
6167,31234,12374,108724.3807,278463695.4
6168,98639,893,31226.18186,28358657.98
6169,31249,9059,81012.7242,185333906.5
6170,27616,13814,138617.1312,557538217.9
6171,31675,19331,80043.41395,185745620.7
6172,98544,13650,94860.72092,131507184.3
6173,31749,6523,76171.51712,163341680.6
6174,90562,11203,102996.2098,234408237.7
6175,31707,3723,23770.90322,12121539.29
6176,31737,25879,148527.9427,293180699.6
6177,7580,10798,131207.1667,247844206.1
6178,31555,1483,26325.16186,13577716.1
6179,7570,15424,132570.3245,300530454.2
6180,31559,4821,50317.14217,62119391.48
6181,7973,22698,139269.8301,211147948.3
6182,7987,5242,92351.98428,126129561.4
6183,7950,4154,70354.60777,79822860.93
6184,7980,3658,90172.61427,115447389.9
6185,31719,1064,26810.97181,30959392.9
6186,36039,16506,55061.57743,64151991.98
6187,31552,8877,72990.26178,107659485.7
6188,96142,5235,109914.6746,194357058.5
6189,31714,1384,24682.11825,26364355.78
6190,31718,1187,30333.75426,34367917.45
6191,96185,1933,43717.50946,74265559.6
6192,96103,8519,32571.58615,35172814.01
6193,31691,3547,40060.89863,40756735.04
6194,96149,4499,62225.36434,54585159.69
6195,96169,1156,32039.55434,29956194.05
6196,96191,3524,30725.23855,38089211.72
6197,96117,8798,62774.60564,63378691.68
6198,96154,1313,72406.22908,104087320.7
6199,96173,4509,56374.05182,76150662.71
6200,96196,697,57172.94488,53926210.47
6201,96129,7741,92579.40871,161623930.3
6202,96158,4878,74973.2375,105449480.1
6203,96179,4531,78042.48718,95752732.03
6204,31702,1044,33973.87729,34505752.63
6205,96047,10778,17567.29329,6676240.631
6206,96138,6516,95396.43192,210905900.9
6207,31715,1986,44149.20107,34880408.8
6208,96135,6740,58855.91122,57378549.06
6209,31558,4527,49845.78403,42922252.72
6210,96247,6496,47274.47705,59500272.84
6211,96260,4724,131471.9691,218449192.9
6212,96224,6624,74416.5068,98821614.99
6213,96275,1612,30213.60778,16529409.32
6214,96250,5577,101453.3437,172415296.8
6215,96277,1118,31593.19955,22643339.74
6216,96342,5148,46778.09869,62062730.33
6217,96358,2850,53532.00368,105540330.7
6218,96369,3036,62282.21638,63508112.45
6219,96328,7907,63670.15773,86736493.79
6220,96349,3589,90299.57293,152449243
6221,96364,3850,59746.55712,81365317.05
6222,96268,2869,56479.55387,81009229.58
6223,96337,3567,68054.08715,144899660
6224,96355,2276,51074.95319,58784387.81
6225,96367,565,48891.70192,49656700.84
6226,96317,17277,98672.95069,164410258.7
6227,96346,2915,61624.78484,111557200.4
6228,96361,3321,55299.7276,88908929.66
6229,96332,4038,76493.8464,130489940
6230,31556,1654,45624.50349,49441442.02
6231,96352,3890,93770.51322,107502872.3
6232,96365,1847,81763.31639,84836050.07
6233,96269,2597,46914.25814,54336642.24
6234,96528,9950,107750.4025,257417175
6235,96190,1717,57559.7994,67469345.4
6236,31542,10102,81283.20516,62273494.37
6237,31553,3288,48592.64564,74520814.85
6238,65550,3035,18578.4516,12782538.43
6239,31683,9421,68703.52757,85210095.18
6240,99837,6749,110725.5994,197426416.5
6241,99830,6550,117801.5615,184922877.9
6242,99817,41780,109920.5393,262234648.6
6243,99834,9673,173144.7982,378395972.9
6244,99826,3283,106096.23,140114170.4
6245,65552,2724,17112.47157,11409929.64
6246,99848,6348,60042.14796,92623133.5
6247,65551,3053,19505.90786,15984438.87
6248,65555,2430,14677.56986,12787410.17
6249,99842,5994,52477.93304,93651595.92
6250,99831,5004,97290.85637,175923914.5
6251,65553,1614,12018.5869,7318799.38
6252,99820,6372,140902.8792,357885733.6
6253,95469,5967,78388.92353,127417016.1
6254,95511,1620,25572.93496,14698000.81
6255,95473,6787,139445.9143,227633743
6256,95519,1933,71042.6391,81254783.36
6257,99988,4866,77606.74944,102564683
6258,95686,1937,61660.51673,60099739.37
6259,95485,2229,51636.6868,65606656.95
6260,95448,23245,74530.71832,87788170.34
6261,95494,1292,32510.89457,23809087.76
6262,95694,1405,37551.268,35039772.9
6263,95460,4304,77905.85019,92710566.54
6264,99998,4942,89442.83177,190953851.4
6265,95490,3800,85966.72868,97589959.18
6266,95463,7264,55527.15568,90789259.72
6267,95500,3720,43571.14994,35505053.52
6268,99974,35948,89257.42798,277299629.3
6269,95499,1008,28540.10468,27344784.79
6270,96197,1182,69975.79991,89093721.15
6271,95349,4348,111252.1398,155180626.5
6272,95356,953,49592.84203,50820221.39
6273,95362,1042,33465.8934,20176108.04
6274,95509,1452,40276.84841,38269107.24
6275,95336,6553,99880.10754,120004043.3
6276,95512,3902,69745.43413,121534205.4
6277,95355,1945,86114.07328,133592263.5
6278,95359,2537,70201.70606,94391528.31
6279,95365,1032,40844.1064,42224139.36
6280,95326,26709,111105.4227,225513996.6
6281,95358,544,37569.16373,25825791.35
6282,95364,1004,21440.51055,14384698.81
6283,95369,1856,42413.97613,27867161.98
6284,95339,4890,68227.3125,87855173.36
6285,95346,3234,57944.95981,96898388.22
6286,99991,5269,104871.4924,245813638.2
6287,99976,11009,162434.4378,398121050.6
6288,95361,1610,46137.98265,47685187.39
6289,95367,1658,50117.72021,41372508.34
6290,95502,3457,47593.6522,55752272.22
6291,95352,3365,73009.70089,82367559.92
6292,95138,3424,65206.36333,63172382.22
6293,95236,2435,69013.09792,84468365.99
6294,95111,9438,116357.1322,196197941.8
6295,95183,5473,84049.96358,155872817.8
6296,99994,6384,99745.20731,208178891.7
6297,95119,7955,73377.5278,91597858.12
6298,95213,10548,88455.41561,167604549.9
6299,99947,20644,147688.8478,444220815.3
6300,95180,2319,73445.94269,95472368.27
6301,95179,3001,61753.65159,79179449.08
6302,95191,1263,30908.28785,25029037.99
6303,95194,2463,73785.13825,97602117.68
6304,95182,3998,34824.11706,37363718.33
6305,95145,5523,50877.89899,52479947.27
6306,95237,1229,52751.86282,53351028.46
6307,95192,1114,32608.37449,23395179.57
6308,95197,2064,53214.58257,65224335.19
6309,95152,4471,57006.00757,68017865.67
6310,95239,2098,59323.59354,76053015.91
6311,99986,5661,80783.09879,186815648.3
6312,95188,1069,38565.39039,45949612.75
6313,95131,4763,75704.53162,123651628
6314,95234,1695,34135.99337,39820088.9
6315,95032,11711,34838.35157,39645642.4
6316,95189,2571,73128.71736,77076623.92
6317,99955,8812,116962.9524,341095555.9
6318,56346,1929,86534.54531,36906464.69
6319,99880,17879,129982.9727,302441245.9
6320,92702,1216,62645.3643,79461851.89
6321,92648,7503,104882.6035,178850686.5
6322,99891,4031,35439.84498,53388571.99
6323,92676,5167,133401.5271,167677871.1
6324,92720,1214,59808.65408,28668999.57
6325,92694,1627,36239.67172,32446744.16
6326,92717,1245,32544.69758,40561943.61
6327,92727,2001,67341.82661,73915218.43
6328,92709,2504,82428.62355,152566738.1
6329,92693,2802,77913.39011,131222764.9
6330,92726,2302,64349.98038,88870671.09
6331,99894,7288,65589.4954,92142007.08
6332,92708,2990,86375.29996,113072725.6
6333,92670,5197,68671.47814,87183029.54
6334,99100,5503,72023.92997,161364902.7
6335,99897,4067,59162.81403,103773002.3
6336,99867,44346,70003.88563,174759635.7
6337,99885,11251,119388.404,363568111.3
6338,99958,3779,53677.49261,115872893
6339,99428,12020,116306.8115,283805375.8
6340,99441,6471,104981.4319,223196566.8
6341,99423,22714,18318.23619,8740365.946
6342,79540,14224,16405.26744,10180341.53
6343,99448,4430,71587.79525,107720673.2
6344,79677,4354,70512.0833,122424031.7
6345,99427,16856,63091.93798,61608386.56
6346,95158,3440,69651.34597,117697018
6347,99439,8569,101590.3561,270708270
6348,99518,10489,145499.5195,320503417.4
6349,95680,1124,26770.16778,21756334.64
6350,95195,2271,53773.53639,72515841.38
6351,95186,1170,37121.49531,36268809.74
6352,95707,1912,48004.42286,59174358
6353,95163,3361,68620.84295,122784193.2
6354,95199,1199,48959.6348,51041162.62
6355,95691,1474,41921.07285,38003730.71
6356,95709,2470,66577.16322,112337994.7
6357,95168,3274,63301.50185,86145541.05
6358,99444,6493,114784.5499,283814617.6
6359,99425,17701,63920.08301,80913516.15
6360,99438,9065,107598.8023,203702587.4
6361,99510,29546,129937.5919,355095589
6362,99310,29261,137610.4286,432361977.1
6363,99338,2475,42926.83904,69175920.51
6364,35039,21581,29800.41781,28005124.66
6365,99334,9340,129593.4234,261246808.8
6366,99330,4988,87620.74623,152867447.7
6367,99326,8850,122374.6684,302047329.4
6368,99096,15916,21871.58478,16129833.45
6369,99092,18050,75762.34657,90469756.05
6370,99099,21967,46476.92049,43312704.63
6371,99192,6486,76990.1528,120720996.2
6372,99085,16748,33711.50204,28719144.36
6373,99089,23065,16068.53081,10022471.6
6374,99097,16273,42230.1757,59530477.27
6375,99094,10022,56685.97918,98622008.2
6376,99098,8176,61774.16205,108686545.2
6377,99084,21856,14485.66504,7568855.035
6378,99631,4525,66721.04134,173172775.9
6379,99638,3104,67256.232,112101405.7
6380,99625,8107,129691.3032,296189737
6381,99634,4568,75661.19462,156742603.5
6382,99195,7024,101162.4806,224052447.2
6383,99628,6985,111604.1482,266456714.2
6384,99636,3296,73042.30938,137902920.4
6385,99610,21561,115630.6886,276548142.9
6386,56424,4919,59789.00203,37943565.24
6387,56477,4980,46166.9254,69073034.4
6388,35390,14872,14637.52386,6578619.492
6389,56472,6304,85993.04707,93477795.29
6390,95695,1849,77289.90325,175517256.5
6391,95505,1879,62624.34301,63667897.11
6392,95682,1196,29909.20322,24843884.21
6393,56457,6494,49928.39284,55682253.42
6394,95700,1940,58860.92304,42897218.64
6395,95643,9171,141342.6125,250209939.6
6396,95506,1417,46489.8458,58965438.21
6397,95676,4140,74552.73445,103002387.2
6398,95692,1888,47514.92204,56654745.3
6399,94530,2071,46226.32315,55548578.24
6400,94143,2392,63039.24444,98390319.2
6401,56414,13156,71823.92728,168132395.3
6402,56412,18774,142828.9549,234726070.9
6403,56459,13526,133888.2753,192596350.1
6404,56479,11978,146940.551,261124877.6
6405,73340,3891,87518.96107,113694230.4
6406,92542,1013,58390.98398,56882997.37
6407,92436,4266,74943.4514,122981584.3
6408,92551,1684,40814.71557,36634019.46
6409,92449,1867,39139.81436,47483294.73
6410,92540,963,59241.72936,54784092.27
6411,97084,23475,34349.12065,48440487.72
6412,97082,17362,45662.09442,44855927.69
6413,92431,8006,149383.0445,259603389.4
6414,92545,1266,53954.13275,70917355.6
6415,92442,5029,64512.80375,79239609.51
6416,92447,1488,71357.01841,84578992.96
6417,92554,1015,52391.86949,65597365.26
6418,92521,6272,86864.57126,90042251.88
6419,92543,899,65432.33256,82831467.82
6420,97080,14291,39708.72793,44156343.46
6421,92439,4195,80927.71639,127551236.1
6422,92548,1517,67020.40895,64468451.49
6423,92552,1907,61512.69993,72592168.35
6424,92507,6184,94014.94231,147454533.7
6425,92557,538,43734.42818,53037761.52
6426,92533,5662,94943.16516,157061870.2
6427,92546,2895,68550.4504,97578035.51
6428,92444,3388,81260.04899,156921872.7
6429,92555,982,44315.87442,41717434.76
6430,92526,4958,95121.15231,147616702.9
6431,92539,2591,79676.78746,119221099.4
6432,92421,27565,148287.2831,306665680
6433,92286,2812,57448.38825,75846183.36
6434,92242,5917,112267.4556,177784364.8
6435,92274,895,42194.95498,43171127.19
6436,92268,1385,50302.4852,51392816.13
6437,97078,12275,25302.26212,24599561.75
6438,92263,2434,76640.33276,106481059.5
6439,92287,2347,62097.90012,59763917.68
6440,92259,2631,99788.47312,108580963.4
6441,92281,1753,76259.4478,83687559.2
6442,92224,41938,75682.99428,118564359.7
6443,92271,2618,73089.41846,110580246.4
6444,92260,2137,34628.95739,25748380.16
6445,92284,3342,39251.85343,27482264.22
6446,92253,4276,91214.75824,150392380.7
6447,92278,2025,75918.21632,128116455.7
6448,92266,2234,77098.73522,139160016.6
6449,97076,10979,22302.40053,19579437.9
6450,92256,5003,85411.85607,159702842.7
6451,92280,2445,98039.49795,152739701.7
6452,92245,9748,85123.61305,109577415.1
6453,92275,1275,79815.97919,73838474.82
6454,92265,1886,70904.46982,82362935.48
6455,92289,3651,98824.0039,176158828.8
6456,92249,6020,67182.31922,153784034.7
6457,92277,1595,70589.69696,92472787.82
6458,92237,19622,91438.58144,125917790.6
6459,92272,4174,104363.898,194057697.8
6460,92262,1799,73372.33907,147451234.9
6461,92342,8577,110109.5683,188335100.9
6462,92345,5903,117041.7991,183094043.5
6463,92369,2685,51282.25887,66886113.3
6464,58453,22389,41764.08759,36823446.6
6465,91282,2505,89788.15415,123628995.7
6466,91336,4926,42972.73216,37341930.65
6467,91362,2491,55483.88824,57830775.92
6468,91278,5359,101222.2719,196325225.1
6469,91344,3164,80059.54436,137498905.9
6470,91289,995,44553.58614,51198472.96
6471,91359,1670,38871.74996,46326043.08
6472,91338,4858,76200.24186,68812054.53
6473,92360,4680,61139.7401,86141310.46
6474,91099,1513,21859.88675,12280925.56
6475,91281,3292,94078.04522,171457662.8
6476,91077,12589,72082.63652,119603184.7
6477,91301,30330,64448.07374,106512699.1
6478,91355,1611,49843.76331,60890182.63
6479,91332,3610,104521.9572,184864079.1
6480,91356,2260,22751.54486,19623984.07
6481,91367,1103,28984.53096,11177836.63
6482,91353,3668,44084.50955,32139083.74
6483,91275,8861,97570.93312,186428491.2
6484,91330,6407,71378.37438,116992909
6485,91364,1253,35299.65225,29790548.6
6486,91369,1695,19985.49427,15435611.88
6487,91349,1993,56794.42026,67141654.85
6488,91286,2172,57397.78541,50438417.28
6489,91322,4040,79010.76848,90086616.04
6490,92318,38390,105386.4867,185641049.7
6491,92361,2477,56070.39216,63419246.6
6492,91365,2057,23927.48434,20473102.15
6493,91094,2913,34228.53143,22856120.16
6494,91347,1338,67169.6446,70817933.12
6495,91287,1296,36256.26736,36447031.79
6496,91361,1872,31258.58382,31662520.3
6497,91090,2639,31657.13652,28439659.61
6498,91320,6915,97253.11601,119728743.9
6499,91474,1018,30201.77751,17327394.82
6500,92331,8777,95315.58204,205575328.1
6501,92283,3645,122115.5057,195772169.3
6502,92348,7438,86319.69246,153272534
6503,92364,4316,90750.10272,166791688.7
6504,91489,1391,23676.49948,18578854.08
6505,91471,954,46149.89217,50636633.88
6506,91460,1169,49871.75768,52788807.68
6507,91605,784,50104.57599,36960611.69
6508,91472,2116,71715.94268,100138707
6509,91452,4929,54863.77618,63212215.04
6510,91483,1221,65803.03514,101044454.1
6511,91486,2895,60571.24244,74348444.69
6512,91443,4591,68472.83352,107671897.9
6513,91560,9051,80630.63494,146404810.9
6514,91731,2144,42860.06344,49357679.98
6515,91807,1712,31910.49172,37031827.07
6516,91738,1484,51765.7904,55780932.56
6517,86981,1025,32346.54483,25438977.23
6518,86854,1443,26369.32294,24529926.28
6519,86869,1315,49825.15846,46901562.88
6520,86989,2725,87581.44321,141663177.7
6521,86925,3547,72700.87455,88617175.43
6522,86874,2958,63002.05164,93635656.3
6523,92353,7327,61210.44168,57971742.7
6524,92363,3403,98038.87257,164953812.8
6525,92334,8479,140482.5148,306514508.9
6526,92339,8746,139235.8817,232075509.9
6527,92366,2118,100976.9123,320738456.6
6528,92355,5276,147652.73,411742997.8
6529,92367,2675,78503.47183,112123769.7
6530,92358,4992,87081.433,159398210.3
6531,86916,10006,36490.316,39544363.47
6532,86938,3756,25461.39826,24543438.75
6533,86972,3231,58722.76128,41492345.15
6534,86833,3217,61537.79552,92860314.03
6535,86983,2586,45930.49465,37918078.81
6536,86845,4908,65275.72336,88202879.02
6537,86865,2176,51965.61595,69230842.23
6538,86920,2531,81600.13873,125793727.7
6539,86875,2188,52933.20585,62197983.64
6540,86931,2400,42965.09656,57085283.97
6541,86946,2498,56128.58363,60399817
6542,86899,27351,75679.28606,129387950.8
6543,86956,11645,40088.08152,47215585.83
6544,86940,895,29422.25446,25680376.68
6545,86943,912,27502.20858,19320185.19
6546,86807,11983,65343.00288,80867030.46
6547,86922,1273,25827.90744,19032524.66
6548,86856,1451,34818.65642,32665386.66
6549,35586,3371,19341.65558,13558938.12
6550,86871,1436,35384.36175,43087519.42
6551,86926,2464,27333.57796,24767949.94
6552,86879,1390,27910.76211,25938201.66
6553,86949,3700,49103.66888,55493423.62
6554,86836,13891,44983.96575,96536802.92
6555,86984,868,33668.63999,35294324.42
6556,86857,1641,30993.36735,38501914.15
6557,86860,2400,54037.39542,75252536.02
6558,86928,1769,41646.9962,37827203.5
6559,86877,1135,24484.22045,28530166.14
6560,86932,3334,51311.09372,49135944.19
6561,86947,3730,64722.71003,99670771.58
6562,86675,1649,32957.65069,38424411.45
6563,86694,1346,47143.12865,32961731.42
6564,86688,2562,88462.70389,107033021
6565,86679,1014,28418.55715,31818352.48
6566,86673,1871,61627.2156,66429651.82
6567,86697,2607,66569.08723,73370581.92
6568,86695,3057,39528.09218,40801987.45
6569,86684,1131,42673.92943,46300331.53
6570,86676,3657,78971.33945,143541510.3
6571,86668,5146,44236.4976,66853302.8
6572,86672,3869,59585.60113,89645309.58
6573,86669,4406,70772.24029,93514155.03
6574,86678,990,29598.57213,22047018.08
6575,86692,1099,40110.65379,40474351.77
6576,86738,1946,32046.55497,35343152.25
6577,86700,754,35052.95962,30861212.68
6578,86748,1318,35233.43035,31466161.27
6579,86720,19063,121925.7026,157092901.7
6580,86745,604,38195.1567,40954948.1
6581,86707,2345,37537.61736,30583089.04
6582,86750,858,33070.70974,28976123.25
6583,86747,1222,28297.75094,32881304.17
6584,86709,1087,63433.40547,70837109.8
6585,86757,3281,42594.29732,44991005.83
6586,86742,2077,78328.14678,116082085
6587,86704,1051,35527.44589,36893105.46
6588,86759,1425,42111.37304,55503006
6589,86739,1086,43012.49971,38174791.73
6590,86701,1502,37071.59803,40114287.52
6591,86744,1466,38121.77126,40687041.23
6592,86706,2286,59292.18468,56266803.16
6593,86741,818,32041.9683,36176607.39
6594,86703,644,30229.95831,24674116.24
6595,86751,1402,61601.53017,73681199.09
6596,86733,1651,47777.88285,54048999.06
6597,86756,1340,24483.35089,21894416.97
6598,86736,1031,74885.59705,77441251.8
6599,86753,2443,56235.93579,73327080.7
6600,25946,2316,59390.58569,85616234.74
6601,25938,8572,67816.88589,247632720.2
6602,89547,11615,116107.9475,211155076.3
6603,89555,8505,79138.32108,173915263.5
6604,89518,13551,24158.67471,15380256.28
6605,89564,6172,82691.77521,103326615
6606,89567,5480,55769.3887,65980584.17
6607,89542,12804,99894.95658,130992335.5
6608,89561,4378,122645.0622,174608405.6
6609,89522,19466,63170.43517,78814860.31
6610,89168,4529,58119.38705,68589621.75
6611,89537,18970,87494.05458,99692394.08
6612,89551,7066,66983.54702,104501503.8
6613,89558,5469,72030.60509,119079326.8
6614,89520,13098,85894.89784,156225711.7
6615,89568,2230,35603.36083,33802486.02
6616,89073,18135,13173.99465,7346750.225
6617,89174,1738,43309.30025,58764035.63
6618,89610,2051,25575.83594,19922451.88
6619,89134,14883,95430.84651,126177885.9
6620,89183,538,32790.02433,25217573.97
6621,89198,2195,30065.81272,29809540.21
6622,89614,2260,26498.75789,20017890.76
6623,89075,31748,34213.64663,21670673.07
6624,89188,1888,49757.8524,48603133.65
6625,89607,857,30415.1051,16668173.62
6626,89081,16188,96394.4238,126872442.6
6627,89180,1929,43807.31697,59372482.39
6628,89616,2065,25732.06304,23186684.31
6629,89584,25052,202823.7947,433352048.9
6630,89160,8421,89191.6371,134743315.7
6631,89189,806,26185.86757,18800873.56
6632,89173,4724,73709.26415,98869692.5
6633,89194,1343,36769.97304,24181689.47
6634,89197,1287,42202.3439,39182119.68
6635,89613,1761,55585.0187,43825338.27
6636,89150,10882,105237.7596,158921885.9
6637,89186,3310,43721.19757,41501511.88
6638,89605,597,27974.42457,17600220.06
6639,89079,24895,83077.78229,100695928.1
6640,89179,2533,34809.89539,32582063.73
6641,89155,13040,93795.75251,143024003.1
6642,89171,4699,39335.04221,25895514.61
6643,89619,750,30887.12729,19850543.61
6644,89601,6880,96401.94132,171756826.3
6645,89192,1263,44283.28028,31985061.44
6646,89176,1006,45805.78785,29311265.36
6647,89195,3098,41663.89922,39648231
6648,89611,1518,55667.9692,68219482.5
6649,89143,11495,95975.96574,179425727.9
6650,89185,1359,30277.18515,23361684.14
6651,89604,4348,89120.38519,103782744.6
6652,89077,25867,17089.23627,12731370.28
6653,89177,832,40594.79983,46798999.22
6654,89608,1025,23768.85071,18416629.48
6655,89182,2090,32118.01799,31726928.55
6656,89617,900,22921.23218,12613894.57
6657,89597,5437,51256.11958,43217731.23
6658,89165,6565,46813.34947,42259426.4
6659,27580,12452,38379.16402,33598635.18
6660,27576,12855,25607.64982,16156225.55
6661,27572,10600,47524.44207,68022472.2
6662,27568,15379,37416.39818,29079863.48
6663,27578,21252,31147.07259,24531185.17
6664,27574,15190,33178.47104,38635475.45
6665,27570,20327,28234.5886,13908876.62
6666,89264,13120,73465.68754,121229714.5
6667,89281,4939,45252.53088,70667003.21
6668,89233,21024,94493.97966,137110819.9
6669,89290,3729,64678.05735,90292179.32
6670,89269,12934,43588.1897,53475065.12
6671,89296,845,28860.40062,31018284.54
6672,89284,7056,67313.8229,96595208.73
6673,89250,21544,49906.22832,56913506.63
6674,89291,1765,26053.12581,17255923.01
6675,89275,9122,46915.50634,56369918.98
6676,89297,2660,112473.9994,151135852.7
6677,89287,4468,17407.42628,11574346.43
6678,89293,1360,23502.59625,19162176.55
6679,89299,999,45416.46086,34532548.83
6680,89257,16598,69170.73417,93260621.37
6681,89294,857,30935.63892,22293472.77
6682,89278,9257,39840.85344,55044986.94
6683,89231,31705,43846.46259,46369128.44
6684,89331,9323,56149.74846,59038902.55
6685,89361,681,24667.09514,17939735.95
6686,89349,3311,55316.45092,85052663.17
6687,89365,1064,27364.16331,15144427.45
6688,89368,795,34733.41677,33744074.19
6689,89358,3335,71662.29969,94247074.18
6690,89335,8463,65832.08605,77761279.21
6691,89362,4134,44647.40327,34013058.31
6692,89346,4727,57896.70997,61870654.61
6693,89350,1588,36874.25806,27830324.82
6694,89355,1536,30782.59578,24721159.54
6695,89312,19457,72267.03142,125987871.7
6696,89343,6791,75509.44274,122653371.8
6697,89347,1441,28435.86748,17651151.36
6698,89367,1200,31639.25425,25071500.75
6699,89352,1151,39826.54743,33391748.22
6700,89356,1857,40510.83283,40911264.9
6701,89434,1741,58415.03031,60357111.95
6702,89353,1115,36686.82065,24996503.86
6703,89428,3557,45828.44631,38092868.69
6704,89344,1349,39720.19382,43765824.77
6705,89431,1303,19392.28734,16743197.85
6706,89426,3636,59591.31941,92522185.83
6707,89446,1004,52954.03916,47801546.77
6708,89420,6570,69121.80429,85594088.87
6709,89440,970,43111.89349,57159210.03
6710,89435,1656,51391.91487,63833559.65
6711,89429,2245,47008.26122,45334487.26
6712,89443,1413,53333.65793,57416967.36
6713,89423,7733,84482.48653,122930359.1
6714,89415,10546,75123.98441,101355778.4
6715,89438,3782,60215.68146,93025008.86
6716,36448,8087,65962.5959,121898468.6
6717,36469,5360,110766.9339,146262707.4
6718,36414,3699,52771.13872,75431948.75
